path,source_id,group_id,source_path,kelas,label,subjenis,partition,is_augmented,transform,motif_complexity_score,small_contour_count,glcm_entropy,glcm_homogeneity,lbp_entropy,fft_peak_ratio
dataset_aug/final_train/batik/0018__01423db2bf4d__orig_0073.jpg,01423db2bf4d,01423db2bf4d,dataset_batik/batik/Yogyakarta_Kawung/0018.jpg,batik,1,Yogyakarta_Kawung,final_train,False,original,30.266876220703125,1110.0,6.033258717094634,0.5940778007334682,6.28185078861286,110.9871004013901
dataset_aug/final_train/batik/0018__01423db2bf4d__rot+2p5_0058.jpg,01423db2bf4d,01423db2bf4d,dataset_batik/batik/Yogyakarta_Kawung/0018.jpg,batik,1,Yogyakarta_Kawung,final_train,True,rot+2p5,18.97756576538086,915.0,5.947910380785185,0.6116421874176448,6.084254799743958,122.0119613261017
dataset_aug/final_train/batik/semarangan4__028b7571da11__orig_0132.jpg,028b7571da11,028b7571da11,dataset_batik/batik/batik semarangan/semarangan4.jpg,batik,1,batik semarangan,final_train,False,original,109.83391571044922,921.0,6.411690355107687,0.569838434486581,6.342496381232701,25.62938934788493
dataset_aug/final_train/batik/0037__050046f947a6__orig_0028.jpg,050046f947a6,050046f947a6,dataset_batik/batik/Solo_Parang/0037.jpg,batik,1,Solo_Parang,final_train,False,original,81.10137557983398,1001.0,6.081687482998703,0.5220058714279624,6.239786553897382,178.11726345630646
dataset_aug/final_train/batik/0037__050046f947a6__rot270_0048.jpg,050046f947a6,050046f947a6,dataset_batik/batik/Solo_Parang/0037.jpg,batik,1,Solo_Parang,final_train,True,rot270,81.6368293762207,997.0,6.09121817679533,0.520626048655248,6.235358909658873,177.92916413400795
dataset_aug/final_train/batik/003__05ccbfc92105__orig_0110.jpg,05ccbfc92105,05ccbfc92105,dataset_batik/batik/Yogyakarta_Parang/003.jpg,batik,1,Yogyakarta_Parang,final_train,False,original,13.556312561035156,206.0,5.518027100859296,0.6042787135130097,6.074258543201664,154.26800917983815
dataset_aug/final_train/batik/003__05ccbfc92105__rot-12p1_0031.jpg,05ccbfc92105,05ccbfc92105,dataset_batik/batik/Yogyakarta_Parang/003.jpg,batik,1,Yogyakarta_Parang,final_train,True,rot-12p1,13.690452575683594,255.0,5.668474579416994,0.5933928158647904,6.118017979843939,156.37231101776266
dataset_aug/final_train/batik/0040__0c9036a66a5e__orig_0118.jpg,0c9036a66a5e,0c9036a66a5e,dataset_batik/batik/Yogyakarta_Parang/0040.jpg,batik,1,Yogyakarta_Parang,final_train,False,original,28.83190155029297,774.0,6.21590833199517,0.5688389352075418,6.325112432248194,141.95948142292238
dataset_aug/final_train/batik/0040__0c9036a66a5e__flip_v_0060.jpg,0c9036a66a5e,0c9036a66a5e,dataset_batik/batik/Yogyakarta_Parang/0040.jpg,batik,1,Yogyakarta_Parang,final_train,True,flip_v,28.3447265625,774.0,6.214527019797577,0.5680728200508381,6.329418759985676,141.81236842578517
dataset_aug/final_train/batik/0010__0cda161b73d8__orig_0043.jpg,0cda161b73d8,0cda161b73d8,dataset_batik/batik/SumateraBarat_Rumah_Minang/0010.jpg,batik,1,SumateraBarat_Rumah_Minang,final_train,False,original,124.97677230834961,861.0,6.995511779630895,0.4064309384947446,6.502614513889738,39.15665553561271
dataset_aug/final_train/batik/0013__0f308677eb60__orig_0010.jpg,0f308677eb60,0f308677eb60,dataset_batik/batik/Solo_Parang/0013.jpg,batik,1,Solo_Parang,final_train,False,original,177.7064971923828,1078.0,7.236864802738032,0.38098102625461316,6.426504725938624,39.4130416635958
dataset_aug/final_train/batik/0020__0f8e0b867151__orig_0105.jpg,0f8e0b867151,0f8e0b867151,dataset_batik/batik/Yogyakarta_Parang/0020.jpg,batik,1,Yogyakarta_Parang,final_train,False,original,44.638824462890625,792.0,6.547758322020123,0.5247472086346906,6.254808637987737,132.80134881866107
dataset_aug/final_train/batik/0020__0f8e0b867151__flip_h_0050.jpg,0f8e0b867151,0f8e0b867151,dataset_batik/batik/Yogyakarta_Parang/0020.jpg,batik,1,Yogyakarta_Parang,final_train,True,flip_h,45.6939697265625,805.0,6.554498228831793,0.5232720181097816,6.259133608502838,132.39402734990938
dataset_aug/final_train/batik/solo5__0fd5923aff43__orig_0137.jpg,0fd5923aff43,0fd5923aff43,dataset_batik/batik/batik solo/solo5.jpg,batik,1,batik solo,final_train,False,original,87.68804168701172,766.0,5.9978430274274634,0.48667386743036073,6.693752451463382,127.14743144197682
dataset_aug/final_train/batik/0025__15c3a3af00f1__orig_0080.jpg,15c3a3af00f1,15c3a3af00f1,dataset_batik/batik/Yogyakarta_Kawung/0025.jpg,batik,1,Yogyakarta_Kawung,final_train,False,original,228.39984512329102,1793.0,6.799198133555802,0.43475222731916763,6.633632597951047,169.54504005241614
dataset_aug/final_train/batik/0025__15c3a3af00f1__zoom09_0034.jpg,15c3a3af00f1,15c3a3af00f1,dataset_batik/batik/Yogyakarta_Kawung/0025.jpg,batik,1,Yogyakarta_Kawung,final_train,True,zoom09,91.78899383544922,1354.0,6.5486352436005095,0.4794458199418057,6.382824724327015,224.23979573901923
dataset_aug/final_train/batik/0028__17204d5eeb3c__orig_0038.jpg,17204d5eeb3c,17204d5eeb3c,dataset_batik/batik/SulawesiSelatan_Lontara/0028.jpg,batik,1,SulawesiSelatan_Lontara,final_train,False,original,92.17044830322266,754.0,5.624252123899712,0.5922120350073425,6.702394145860758,57.38565176337774
dataset_aug/final_train/batik/0028__17204d5eeb3c__rot+8p4_0022.jpg,17204d5eeb3c,17204d5eeb3c,dataset_batik/batik/SulawesiSelatan_Lontara/0028.jpg,batik,1,SulawesiSelatan_Lontara,final_train,True,rot+8p4,36.03289031982422,579.0,5.315760886729191,0.6454589979819376,6.648343812606646,71.1218297336205
dataset_aug/final_train/batik/0020__1a750a1ff1bb__orig_0053.jpg,1a750a1ff1bb,1a750a1ff1bb,dataset_batik/batik/SumateraBarat_Rumah_Minang/0020.jpg,batik,1,SumateraBarat_Rumah_Minang,final_train,False,original,98.29535675048828,886.0,6.976701459008419,0.4329543879061759,6.395743648958529,23.927800442326554
dataset_aug/final_train/batik/0020__1a750a1ff1bb__flip_v_0051.jpg,1a750a1ff1bb,1a750a1ff1bb,dataset_batik/batik/SumateraBarat_Rumah_Minang/0020.jpg,batik,1,SumateraBarat_Rumah_Minang,final_train,True,flip_v,102.04026794433594,907.0,6.98119932775422,0.43195215773628615,6.401243673324535,24.024948013935084
dataset_aug/final_train/batik/0040__1ae0673d1fc2__orig_0094.jpg,1ae0673d1fc2,1ae0673d1fc2,dataset_batik/batik/Yogyakarta_Kawung/0040.jpg,batik,1,Yogyakarta_Kawung,final_train,False,original,248.78167724609375,1496.0,6.96948673102791,0.39579858800256185,6.656014083119003,168.7606997390405
dataset_aug/final_train/batik/semarangan3__1e1c6c73c84d__orig_0131.jpg,1e1c6c73c84d,grp_1e1c6c73c84d,dataset_batik/batik/batik semarangan/semarangan3.jpg,batik,1,batik semarangan,final_train,False,original,215.90988159179688,1064.0,7.329342288927549,0.3862383061938094,6.656551417739871,24.144788309028186
dataset_aug/final_train/batik/semarangan3__1e1c6c73c84d__flip_h_0059.jpg,1e1c6c73c84d,grp_1e1c6c73c84d,dataset_batik/batik/batik semarangan/semarangan3.jpg,batik,1,batik semarangan,final_train,True,flip_h,219.70853805541992,1075.0,7.337004467644373,0.38444094201006895,6.675297766500201,24.077678791567987
dataset_aug/final_train/batik/0017__1ebf8c8980d8__orig_0036.jpg,1ebf8c8980d8,1ebf8c8980d8,dataset_batik/batik/SulawesiSelatan_Lontara/0017.jpg,batik,1,SulawesiSelatan_Lontara,final_train,False,original,27.161598205566406,475.0,5.318640570147782,0.5875957758819974,6.456677654247552,36.04964022058449
dataset_aug/final_train/batik/0034__204cc85f05f5__orig_0026.jpg,204cc85f05f5,grp_204cc85f05f5,dataset_batik/batik/Solo_Parang/0034.jpg,batik,1,Solo_Parang,final_train,False,original,119.54412841796875,1271.0,6.656967487451102,0.46171185656466923,5.998382857753606,129.72488596145948
dataset_aug/final_train/batik/0034__204cc85f05f5__rot-4p1_0004.jpg,204cc85f05f5,grp_204cc85f05f5,dataset_batik/batik/Solo_Parang/0034.jpg,batik,1,Solo_Parang,final_train,True,rot-4p1,82.09144592285156,1140.0,6.467020890565104,0.4945132500943573,5.825917753520015,165.44811531224542
dataset_aug/final_train/batik/0033__20802bdd836c__orig_0061.jpg,20802bdd836c,20802bdd836c,dataset_batik/batik/SumateraBarat_Rumah_Minang/0033.jpg,batik,1,SumateraBarat_Rumah_Minang,final_train,False,original,99.4227294921875,758.0,7.055033332778567,0.41229404195079966,6.440943230772991,21.27677490958271
dataset_aug/final_train/batik/0016__224b3baae42f__orig_0100.jpg,224b3baae42f,224b3baae42f,dataset_batik/batik/Yogyakarta_Parang/0016.jpg,batik,1,Yogyakarta_Parang,final_train,False,original,61.80736541748047,747.0,6.67050175223784,0.4483948767919683,6.1677211264134755,88.93399822164484
dataset_aug/final_train/batik/0027__232973849352__orig_0019.jpg,232973849352,232973849352,dataset_batik/batik/Solo_Parang/0027.jpg,batik,1,Solo_Parang,final_train,False,original,176.46429443359375,1136.0,7.114553396441651,0.4236853521957535,6.504128227880738,52.24177939421096
dataset_aug/final_train/batik/0027__232973849352__flip_h_0041.jpg,232973849352,232973849352,dataset_batik/batik/Solo_Parang/0027.jpg,batik,1,Solo_Parang,final_train,True,flip_h,175.38554000854492,1129.0,7.112304048922409,0.4239824345720171,6.50227357863921,52.274495006824154
dataset_aug/final_train/batik/solo1__24dcb9ff498b__orig_0134.png,24dcb9ff498b,24dcb9ff498b,dataset_batik/batik/batik solo/solo1.png,batik,1,batik solo,final_train,False,original,341.7829055786133,1534.0,6.940359580277114,0.40259453485621666,6.7368795397912,47.86767466242667
dataset_aug/final_train/batik/0014__2a17bd6593bc__orig_0047.jpg,2a17bd6593bc,2a17bd6593bc,dataset_batik/batik/SumateraBarat_Rumah_Minang/0014.jpg,batik,1,SumateraBarat_Rumah_Minang,final_train,False,original,134.36187744140625,860.0,6.6370735501037865,0.48075897574025744,6.695917449084156,18.76993984779059
dataset_aug/final_train/batik/0014__2a17bd6593bc__flip_v_0042.jpg,2a17bd6593bc,2a17bd6593bc,dataset_batik/batik/SumateraBarat_Rumah_Minang/0014.jpg,batik,1,SumateraBarat_Rumah_Minang,final_train,True,flip_v,137.30332946777344,861.0,6.619329252568747,0.4820986916047891,6.698499391870369,18.73074311274167
dataset_aug/final_train/batik/005__2a2a23410a51__orig_0095.jpg,2a2a23410a51,2a2a23410a51,dataset_batik/batik/Yogyakarta_Kawung/005.jpg,batik,1,Yogyakarta_Kawung,final_train,False,original,14.969879150390625,678.0,5.69438795030828,0.6542066320910015,6.202598659488917,133.35641191180173
dataset_aug/final_train/batik/005__2a2a23410a51__flip_h_0014.jpg,2a2a23410a51,2a2a23410a51,dataset_batik/batik/Yogyakarta_Kawung/005.jpg,batik,1,Yogyakarta_Kawung,final_train,True,flip_h,14.66986083984375,678.0,5.697143021142226,0.6534158794450662,6.211888782632551,133.22595341127843
dataset_aug/final_train/batik/003__318560941f39__orig_0084.jpg,318560941f39,318560941f39,dataset_batik/batik/Yogyakarta_Kawung/003.jpg,batik,1,Yogyakarta_Kawung,final_train,False,original,31.784133911132812,1129.0,6.050640383862473,0.5867372728674536,6.310762653713029,117.39669675484866
dataset_aug/final_train/batik/008__32d72ffa72f3__orig_0067.jpg,32d72ffa72f3,32d72ffa72f3,dataset_batik/batik/SumateraBarat_Rumah_Minang/008.jpg,batik,1,SumateraBarat_Rumah_Minang,final_train,False,original,132.9507179260254,1191.0,6.9761946202052645,0.4501246306939979,6.54213330072351,23.74054646629173
dataset_aug/final_train/batik/008__32d72ffa72f3__contrast0p91_0036.jpg,32d72ffa72f3,32d72ffa72f3,dataset_batik/batik/SumateraBarat_Rumah_Minang/008.jpg,batik,1,SumateraBarat_Rumah_Minang,final_train,True,contrast0p91,123.81770706176758,1123.0,6.923199142593779,0.4582748271132765,6.544292591007162,23.802966372597695
dataset_aug/final_train/batik/0011__32d738243497__orig_0008.jpg,32d738243497,32d738243497,dataset_batik/batik/Solo_Parang/0011.jpg,batik,1,Solo_Parang,final_train,False,original,118.45415878295898,943.0,6.675923153687892,0.5168654917855993,6.476390576772475,73.84379555981664
dataset_aug/final_train/batik/0011__32d738243497__zoom07_0061.jpg,32d738243497,32d738243497,dataset_batik/batik/Solo_Parang/0011.jpg,batik,1,Solo_Parang,final_train,True,zoom07,66.9625473022461,805.0,6.471043754652488,0.5597420928923706,6.248828071449745,81.92101855419585
dataset_aug/final_train/batik/006__339148643a6c__orig_0042.jpg,339148643a6c,339148643a6c,dataset_batik/batik/SulawesiSelatan_Lontara/006.jpg,batik,1,SulawesiSelatan_Lontara,final_train,False,original,52.01661682128906,1121.0,6.366874109543331,0.45348768663982,6.676220574430548,55.66618305144322
dataset_aug/final_train/batik/0027__35db741433f7__orig_0059.jpg,35db741433f7,35db741433f7,dataset_batik/batik/SumateraBarat_Rumah_Minang/0027.jpg,batik,1,SumateraBarat_Rumah_Minang,final_train,False,original,66.9407844543457,735.0,6.246632489986478,0.4952536217189409,6.408911574924398,26.507530405927326
dataset_aug/final_train/batik/0038__37dc41276bd9__orig_0029.jpg,37dc41276bd9,37dc41276bd9,dataset_batik/batik/Solo_Parang/0038.jpg,batik,1,Solo_Parang,final_train,False,original,78.67816162109375,808.0,6.77761185242653,0.4708851402978534,6.38324211741466,67.18798718781157
dataset_aug/final_train/batik/0038__37dc41276bd9__rot180_0020.jpg,37dc41276bd9,37dc41276bd9,dataset_batik/batik/Solo_Parang/0038.jpg,batik,1,Solo_Parang,final_train,True,rot180,79.60852432250977,813.0,6.780863111595958,0.470742550346844,6.383349845851722,67.25593943525526
