path,source_id,kelas,label,subjenis,is_augmented,transform,transform_index,motif_complexity_score,small_contour_count,glcm_entropy,glcm_homogeneity,lbp_entropy,fft_peak_ratio
dataset_batik/batik/Yogyakarta_Kawung/0018.jpg,01423db2bf4d,batik,1,Yogyakarta_Kawung,False,original,-1,30.266876220703125,1110.0,6.033258717094634,0.5940778007334682,6.28185078861286,110.9871004013901
dataset_batik/batik/Yogyakarta_Kawung/0018.jpg,01423db2bf4d,batik,1,Yogyakarta_Kawung,True,rot90,0,31.142635345458984,1113.0,6.033690284495313,0.5944622870670676,6.279374828352013,111.01452428026572
dataset_batik/batik/Yogyakarta_Kawung/0018.jpg,01423db2bf4d,batik,1,Yogyakarta_Kawung,True,rot180,1,31.232128143310547,1095.0,6.033670133143079,0.5945112225258904,6.283669995468117,110.99824391457366
dataset_batik/batik/Yogyakarta_Kawung/0018.jpg,01423db2bf4d,batik,1,Yogyakarta_Kawung,True,rot270,2,30.746658325195312,1092.0,6.033743318410186,0.594224789859588,6.281071139108819,110.96575225422465
dataset_batik/batik/Yogyakarta_Kawung/0018.jpg,01423db2bf4d,batik,1,Yogyakarta_Kawung,True,rot+14p6,3,20.467552185058594,939.0,5.947486149380279,0.6071072137045295,6.003537746534397,129.19146585800826
dataset_batik/batik/Yogyakarta_Kawung/0018.jpg,01423db2bf4d,batik,1,Yogyakarta_Kawung,True,flip_h,4,30.6463623046875,1120.0,6.033457712447426,0.5942219887552551,6.283260144141296,110.95831147847043
dataset_batik/batik/Yogyakarta_Kawung/0018.jpg,01423db2bf4d,batik,1,Yogyakarta_Kawung,True,flip_v,5,31.267417907714844,1106.0,6.034480068579757,0.5942070720068768,6.278634268761516,110.96759488161467
dataset_batik/batik/Yogyakarta_Kawung/0018.jpg,01423db2bf4d,batik,1,Yogyakarta_Kawung,True,zoom04,6,17.84051513671875,868.0,5.9019800014235635,0.6208834813226682,5.990577327326017,146.2043054952056
dataset_batik/batik/Yogyakarta_Kawung/0018.jpg,01423db2bf4d,batik,1,Yogyakarta_Kawung,True,brightness0p92,7,20.239112854003906,811.0,5.924940356701935,0.6115273244655375,6.238601819071152,113.99897075146801
dataset_batik/batik/Yogyakarta_Kawung/0018.jpg,01423db2bf4d,batik,1,Yogyakarta_Kawung,True,contrast0p95,8,24.79766845703125,979.0,5.969575235624431,0.6004353904453356,6.280001399799059,111.40345484707423
dataset_batik/batik/batik semarangan/semarangan4.jpg,028b7571da11,batik,1,batik semarangan,False,original,-1,109.83391571044922,921.0,6.411690355107687,0.569838434486581,6.342496381232701,25.62938934788493
dataset_batik/batik/batik semarangan/semarangan4.jpg,028b7571da11,batik,1,batik semarangan,True,rot90,0,109.91793060302734,919.0,6.414350301421792,0.5700035335688786,6.334313735235016,25.576698426257245
dataset_batik/batik/batik semarangan/semarangan4.jpg,028b7571da11,batik,1,batik semarangan,True,rot180,1,106.75662231445312,892.0,6.410778283113036,0.5699798279001225,6.340376100803606,25.534214787004885
dataset_batik/batik/batik semarangan/semarangan4.jpg,028b7571da11,batik,1,batik semarangan,True,rot270,2,109.42047119140625,904.0,6.409887374570971,0.570028934291733,6.33350373167948,25.49761945081144
dataset_batik/batik/batik semarangan/semarangan4.jpg,028b7571da11,batik,1,batik semarangan,True,rot-2p0,3,74.52832412719727,761.0,6.241694690365654,0.6026563723631511,6.198640986986867,31.910236298516377
dataset_batik/batik/batik semarangan/semarangan4.jpg,028b7571da11,batik,1,batik semarangan,True,flip_h,4,107.77452087402344,902.0,6.406832096991996,0.5701980885668528,6.338545174085965,25.52731786292576
dataset_batik/batik/batik semarangan/semarangan4.jpg,028b7571da11,batik,1,batik semarangan,True,flip_v,5,110.60761260986328,923.0,6.41341978917046,0.5700432205579105,6.33756335308858,25.606882275402196
dataset_batik/batik/batik semarangan/semarangan4.jpg,028b7571da11,batik,1,batik semarangan,True,zoom02,6,72.97268676757812,748.0,6.202233578318448,0.6086913164491772,6.178447575552459,34.78893144448161
dataset_batik/batik/batik semarangan/semarangan4.jpg,028b7571da11,batik,1,batik semarangan,True,brightness0p92,7,111.535888671875,922.0,6.39197406686254,0.570652666608633,6.307723852188373,25.88313318873476
dataset_batik/batik/batik semarangan/semarangan4.jpg,028b7571da11,batik,1,batik semarangan,True,contrast0p88,8,101.52501678466797,874.0,6.32467645322911,0.5773828574412232,6.32393762701535,25.60590823540038
dataset_batik/batik/Solo_Parang/0037.jpg,050046f947a6,batik,1,Solo_Parang,False,original,-1,81.10137557983398,1001.0,6.081687482998703,0.5220058714279624,6.239786553897382,178.11726345630646
dataset_batik/batik/Solo_Parang/0037.jpg,050046f947a6,batik,1,Solo_Parang,True,rot90,0,79.80560302734375,976.0,6.081526275357398,0.5218406554102064,6.238227466470903,178.01063311749508
dataset_batik/batik/Solo_Parang/0037.jpg,050046f947a6,batik,1,Solo_Parang,True,rot180,1,80.8056640625,988.0,6.0821987925631635,0.5218222987807193,6.236964100517017,178.13464803490908
dataset_batik/batik/Solo_Parang/0037.jpg,050046f947a6,batik,1,Solo_Parang,True,rot270,2,80.67466735839844,990.0,6.081584542433563,0.5219072124215349,6.238043791863005,178.19204075099108
dataset_batik/batik/Solo_Parang/0037.jpg,050046f947a6,batik,1,Solo_Parang,True,rot+3p8,3,41.74102020263672,851.0,5.969024998736117,0.5491698636711424,6.032249196376849,218.66811739403138
dataset_batik/batik/Solo_Parang/0037.jpg,050046f947a6,batik,1,Solo_Parang,True,flip_h,4,80.83015441894531,986.0,6.082330520417667,0.521930977033193,6.238133849500067,178.25703958520336
dataset_batik/batik/Solo_Parang/0037.jpg,050046f947a6,batik,1,Solo_Parang,True,flip_v,5,79.15849685668945,975.0,6.082007443918354,0.5218986956288779,6.237701314157654,178.03490415200625
dataset_batik/batik/Solo_Parang/0037.jpg,050046f947a6,batik,1,Solo_Parang,True,zoom03,6,39.396209716796875,841.0,5.977779054263696,0.5475344237495152,5.888877869163421,201.60632392432504
dataset_batik/batik/Solo_Parang/0037.jpg,050046f947a6,batik,1,Solo_Parang,True,brightness0p92,7,76.65606689453125,944.0,6.0913748953950755,0.5195694880519711,6.304390726330728,179.08986747234846
dataset_batik/batik/Solo_Parang/0037.jpg,050046f947a6,batik,1,Solo_Parang,True,contrast1p14,8,85.5800895690918,931.0,5.589366025654252,0.5684758212577141,5.225849181808812,162.00046800606694
dataset_batik/batik/Yogyakarta_Parang/003.jpg,05ccbfc92105,batik,1,Yogyakarta_Parang,False,original,-1,13.556312561035156,206.0,5.518027100859296,0.6042787135130097,6.074258543201664,154.26800917983817
dataset_batik/batik/Yogyakarta_Parang/003.jpg,05ccbfc92105,batik,1,Yogyakarta_Parang,True,rot90,0,13.3231201171875,201.0,5.517102373883596,0.604329386051316,6.074973498504387,155.2941275595055
dataset_batik/batik/Yogyakarta_Parang/003.jpg,05ccbfc92105,batik,1,Yogyakarta_Parang,True,rot180,1,14.025741577148438,196.0,5.517819268291543,0.6042069008047817,6.0742806147660255,154.24783891680727
